ONET_SOC_Code,Occupation,Hist_Ref_2013,MAEI_2026_Score,MAEI_Pure_2026,Anchor_Bias,Exposure_Delta,Score_Source,Mapping_Method,SOC_Major_Group,Data_Flag,Score_Std_Dev,Change_Category,Risk_Tier_2026,Risk_Level,Risk_Factor_1,Risk_Factor_2,Risk_Factor_3,Risk_Factor_4,Risk_Factor_5,Protective_Factor_1,Protective_Factor_2,Protective_Factor_3,Protective_Factor_4,Protective_Factor_5,Explanation,OCC_TITLE,TOT_EMP,A_MEDIAN,H_MEDIAN
11-3051.01,Quality Control Systems Managers,3.0,21.92,24.64,-2.72,18.92,direct_fo,direct,11,,1.35,Large Increase,Low,LOW,"Low levels of determine tasks, priorities and goals (value=10.37) [Lack of this exposes role to standard automation]",Low levels of speech recognition (value=3.25) [Lack of this exposes role to standard automation],Low levels of assisting and caring for others (value=2.30) [Lack of physical/social tasks exposes role to automation],High reliance on routine task indicators (value=3.00) [AI now handles this well],Low levels of nlp_topic_education: students (value=-0.14) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.25) [Provides some protection against standard automation],High reliance on instructing (value=3.25) [Provides some protection against standard automation],High reliance on originality (value=3.00) [Provides some protection against standard automation],High reliance on systems analysis (value=3.62) [Provides some protection against standard automation],High reliance on judgment and decision making (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of determine tasks, priorities and goals, making it vulnerable to standard automation. Since 2013, risk has increased by 18.9 points, driven by changes in determine tasks, priorities and goals.",Industrial Production Managers,222890.0,116970.0,56.24
19-2031.00,Chemists,10.0,21.91,45.46,-23.55,11.91,direct_fo,direct,19,,0.06,Large Increase,Low,LOW,"Low levels of determine tasks, priorities and goals (value=5.14) [Lack of this exposes role to standard automation]",Low levels of public speaking (value=10.07) [Lack of this exposes role to standard automation],Low levels of persuasion (value=2.50) [Lack of this exposes role to standard automation],High reliance on routine task indicators (value=4.00) [AI now handles this well],Low levels of therapy and counseling (value=1.22) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.12) [Provides some protection against standard automation],High reliance on originality (value=3.00) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on active learning (value=3.62) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of determine tasks, priorities and goals, making it vulnerable to standard automation. Since 2013, risk has increased by 11.9 points, driven by changes in determine tasks, priorities and goals.",Chemists,83530.0,84680.0,40.71
17-2051.01,Transportation Engineers,1.9,21.89,21.55,0.34,19.99,direct_fo,direct,17,,1.47,Large Increase,Low,LOW,Low levels of social task indicators (normalized) (value=0.00) [Lack of this exposes role to standard automation],Low levels of therapy and counseling (value=1.32) [Lack of this exposes role to standard automation],Low levels of assisting and caring for others (value=2.32) [Lack of physical/social tasks exposes role to automation],High reliance on routine task indicators (value=3.00) [AI now handles this well],Low levels of nlp_topic_education: students (value=-0.14) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.75) [Provides some protection against standard automation],High reliance on originality (value=3.25) [Provides some protection against standard automation],High reliance on systems analysis (value=3.75) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on judgment and decision making (value=3.88) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of social task indicators (normalized), making it vulnerable to standard automation. Since 2013, risk has increased by 20.0 points, driven by changes in social task indicators (normalized).",Civil Engineers,327950.0,95890.0,46.1
11-9072.00,"Entertainment and Recreation Managers, Except Gambling",4.17,21.84,21.84,0.0,17.67,model_predicted,group_avg,11,,1.27,Large Increase,Low,LOW,Low levels of public speaking (value=8.96) [Lack of this exposes role to standard automation],Low levels of spend time sitting (value=1.74) [Lack of this exposes role to standard automation],Low levels of deductive reasoning (value=3.50) [Lack of this exposes role to standard automation],Low levels of spend time standing (value=1.53) [Lack of this exposes role to standard automation],High reliance on nlp_topic_customer_service_food (value=0.23) [Vulnerable to cognitive/routine automation],High reliance on fluency of ideas (value=3.50) [Provides some protection against standard automation],High reliance on originality (value=3.25) [Provides some protection against standard automation],High reliance on instructing (value=3.50) [Provides some protection against standard automation],High reliance on coordination (value=3.75) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of public speaking, making it vulnerable to standard automation. Since 2013, risk has increased by 17.7 points, driven by changes in public speaking.","Entertainment and Recreation Managers, Except Gambling",29690.0,73460.0,35.32
29-1211.00,Anesthesiologists,16.34,21.7,21.7,0.0,5.36,model_predicted,group_avg,29,,0.14,Moderate Increase,Low,LOW,High reliance on nlp_topic_medical_patients (value=0.49) [Vulnerable to cognitive/routine automation],High reliance on task_avg_importance (value=4.32) [Vulnerable to cognitive/routine automation],Low levels of nlp_topic_education: students (value=-0.13) [Lack of this exposes role to standard automation],Low levels of working with computers (value=3.33) [Lack of this exposes role to standard automation],High reliance on task_min_importance (value=3.47) [Vulnerable to cognitive/routine automation],High reliance on fluency of ideas (value=3.25) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.50) [Provides some protection against standard automation],High reliance on job zone (value=5.00) [Provides some protection against standard automation],High reliance on judgment and decision making (value=4.12) [Provides some protection against standard automation],High reliance on instructing (value=3.12) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from high levels of nlp_topic_medical_patients. Since 2013, risk has increased by 5.4 points, driven by changes in nlp_topic_medical_patients.",Anesthesiologists,33470.0,,
33-9011.00,Animal Control Workers,21.0,21.67,59.75,-38.08,0.67,direct_fo,direct,33,,0.42,No Change,Low,LOW,Low levels of fluency of ideas (value=2.75) [Lack of this exposes role to standard automation],Low levels of originality (value=2.62) [Lack of this exposes role to standard automation],Low levels of instructing (value=2.62) [Lack of this exposes role to standard automation],Low levels of systems analysis (value=2.00) [Lack of this exposes role to standard automation],Low levels of job zone (value=2.00) [Lack of this exposes role to standard automation],High reliance on therapy and counseling (value=2.23) [Provides some protection against standard automation],High reliance on assisting and caring for others (value=3.46) [Requires distinctly human physical/social presence],High reliance on sociology and anthropology (value=2.69) [Provides some protection against standard automation],High reliance on problem sensitivity (value=4.00) [Provides some protection against standard automation],Low levels of routine task indicators (value=1.00) [Lack of this reduces exposure to routine automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from therapy and counseling. Minor exposure from a lack of fluency of ideas, making it vulnerable to standard automation.",Animal Control Workers,11600.0,43170.0,20.75
25-3041.00,Tutors,12.45,21.63,21.63,0.0,9.18,model_predicted,group_avg,25,,0.68,Moderate Increase,Low,LOW,Low levels of deductive reasoning (value=3.38) [Lack of this exposes role to standard automation],Low levels of systems analysis (value=2.50) [Lack of this exposes role to standard automation],Low levels of systems evaluation (value=2.25) [Lack of this exposes role to standard automation],High reliance on education: 2.0 (value=32.58) [Vulnerable to cognitive/routine automation],Low levels of problem sensitivity (value=3.38) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.38) [Provides some protection against standard automation],High reliance on instructing (value=4.12) [Provides some protection against standard automation],High reliance on originality (value=3.00) [Provides some protection against standard automation],High reliance on learning strategies (value=4.00) [Provides some protection against standard automation],High reliance on active learning (value=3.62) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of deductive reasoning, making it vulnerable to standard automation. Since 2013, risk has increased by 9.2 points, driven by changes in deductive reasoning.",Tutors,162300.0,39580.0,19.03
29-1214.00,Emergency Medicine Physicians,13.28,21.56,21.56,0.0,8.29,model_predicted,group_avg,29,,0.73,Moderate Increase,Low,LOW,High reliance on nlp_topic_medical_patients (value=0.65) [Vulnerable to cognitive/routine automation],High reliance on task_min_importance (value=4.37) [Vulnerable to cognitive/routine automation],High reliance on task_avg_importance (value=4.76) [Vulnerable to cognitive/routine automation],Low levels of nlp_topic_education: students (value=-0.24) [Lack of this exposes role to standard automation],Low levels of task_std_importance (value=0.23) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.75) [Provides some protection against standard automation],High reliance on originality (value=3.62) [Provides some protection against standard automation],High reliance on instructing (value=3.62) [Provides some protection against standard automation],High reliance on therapy and counseling (value=4.00) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.38) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from fluency of ideas. Minor exposure from high levels of nlp_topic_medical_patients. Since 2013, risk has increased by 8.3 points, driven by changes in nlp_topic_medical_patients.",Emergency Medicine Physicians,35100.0,,
41-3041.00,Travel Agents,9.9,21.54,23.29,-1.74,11.64,direct_fo,direct,41,,1.23,Large Increase,Low,LOW,Low levels of deductive reasoning (value=3.12) [Lack of this exposes role to standard automation],Low levels of instructing (value=2.62) [Lack of this exposes role to standard automation],Low levels of public speaking (value=2.28) [Lack of this exposes role to standard automation],Low levels of management of personnel resources (value=1.88) [Lack of this exposes role to standard automation],Low levels of systems analysis (value=2.38) [Lack of this exposes role to standard automation],High reliance on originality (value=3.00) [Provides some protection against standard automation],High reliance on speech recognition (value=4.12) [Provides some protection against standard automation],High reliance on persuasion (value=3.62) [Provides some protection against standard automation],High reliance on social task indicators (normalized) (value=17.09) [Provides some protection against standard automation],High reliance on social perceptiveness (value=3.75) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 22/100). Protection is primarily from originality. Minor exposure from a lack of deductive reasoning, making it vulnerable to standard automation. Since 2013, risk has increased by 11.6 points, driven by changes in deductive reasoning.",Travel Agents,58250.0,47410.0,22.79
11-3021.00,Computer and Information Systems Managers,3.5,21.41,21.56,-0.15,17.91,direct_fo,direct,11,,0.97,Large Increase,Low,LOW,Low levels of spend time walking or running (value=0.41) [Lack of this exposes role to standard automation],Low levels of social task indicators (normalized) (value=0.00) [Lack of this exposes role to standard automation],Low levels of task_max_importance (value=4.19) [Lack of this exposes role to standard automation],Low levels of assisting and caring for others (value=2.38) [Lack of physical/social tasks exposes role to automation],Low levels of spend time standing (value=11.47) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.38) [Provides some protection against standard automation],High reliance on originality (value=3.25) [Provides some protection against standard automation],High reliance on systems analysis (value=3.62) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on instructing (value=3.12) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of spend time walking or running, making it vulnerable to standard automation. Since 2013, risk has increased by 17.9 points, driven by changes in spend time walking or running.",Computer and Information Systems Managers,592600.0,169510.0,81.5
21-1093.00,Social and Human Service Assistants,13.0,21.37,21.75,-0.38,8.37,direct_fo,direct,21,,1.7,Moderate Increase,Low,LOW,High reliance on nlp_topic_customer_service_food (value=0.28) [Vulnerable to cognitive/routine automation],Low levels of management of personnel resources (value=2.25) [Lack of this exposes role to standard automation],Low levels of creative task indicators (value=1.00) [Lack of this exposes role to standard automation],Low levels of creative task indicators (normalized) (value=4.52) [Lack of this exposes role to standard automation],Low levels of nlp_topic_production_manufacturing (value=-0.16) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.25) [Provides some protection against standard automation],High reliance on therapy and counseling (value=3.94) [Provides some protection against standard automation],High reliance on originality (value=3.00) [Provides some protection against standard automation],High reliance on coordination (value=3.75) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from high levels of nlp_topic_customer_service_food. Since 2013, risk has increased by 8.4 points, driven by changes in nlp_topic_customer_service_food.",Social and Human Service Assistants,409310.0,41410.0,19.91
17-2199.11,Solar Energy Systems Engineers,1.4,21.33,23.94,-2.61,19.93,direct_fo,direct,17,,0.42,Large Increase,Low,LOW,Low levels of therapy and counseling (value=1.11) [Lack of this exposes role to standard automation],Low levels of social task indicators (normalized) (value=0.00) [Lack of this exposes role to standard automation],Low levels of nlp_topic_education: students (value=-0.24) [Lack of this exposes role to standard automation],Low levels of sociology and anthropology (value=1.18) [Lack of this exposes role to standard automation],Low levels of thinking creatively (value=3.04) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.88) [Provides some protection against standard automation],High reliance on originality (value=3.50) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],High reliance on creative task indicators (normalized) (value=26.88) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of therapy and counseling, making it vulnerable to standard automation. Since 2013, risk has increased by 19.9 points, driven by changes in therapy and counseling.","Engineers, All Other",150990.0,111970.0,53.83
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",2.8,21.32,23.04,-1.72,18.52,direct_fo,direct,17,,1.49,Large Increase,Low,LOW,Low levels of public speaking (value=3.08) [Lack of this exposes role to standard automation],"Low levels of determine tasks, priorities and goals (value=4.04) [Lack of this exposes role to standard automation]",Low levels of spend time bending or twisting your body (value=2.00) [Lack of this exposes role to standard automation],Low levels of spend time walking or running (value=2.40) [Lack of this exposes role to standard automation],"Low levels of spend time using your hands to handle, control, or feel objects, tools, or controls (value=2.40) [Lack of this exposes role to standard automation]",High reliance on fluency of ideas (value=3.50) [Provides some protection against standard automation],High reliance on originality (value=3.38) [Provides some protection against standard automation],High reliance on instructing (value=3.38) [Provides some protection against standard automation],High reliance on systems analysis (value=3.62) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of public speaking, making it vulnerable to standard automation. Since 2013, risk has increased by 18.5 points, driven by changes in public speaking.","Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",22510.0,103690.0,49.85
13-1041.03,Equal Opportunity Representatives and Officers,8.0,21.31,39.84,-18.53,13.31,direct_fo,direct,13,,1.07,Large Increase,Low,LOW,Low levels of management of personnel resources (value=2.25) [Lack of this exposes role to standard automation],Low levels of creative task indicators (value=1.00) [Lack of this exposes role to standard automation],Low levels of nlp_topic_sales_systems (value=-0.15) [Lack of this exposes role to standard automation],Low levels of creative task indicators (normalized) (value=4.05) [Lack of this exposes role to standard automation],High reliance on routine task indicators (value=3.00) [AI now handles this well],High reliance on therapy and counseling (value=2.63) [Provides some protection against standard automation],High reliance on active learning (value=3.75) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on speech recognition (value=4.00) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from therapy and counseling. Minor exposure from a lack of management of personnel resources, making it vulnerable to standard automation. Since 2013, risk has increased by 13.3 points, driven by changes in management of personnel resources.",Compliance Officers,383620.0,75670.0,36.38
17-2121.00,Marine Engineers and Naval Architects,1.0,21.29,21.76,-0.47,20.29,direct_fo,direct,17,,0.28,Large Increase,Low,LOW,High reliance on routine task indicators (value=5.00) [AI now handles this well],Low levels of task_max_importance (value=4.06) [Lack of this exposes role to standard automation],High reliance on nlp_topic_equipment_materials (value=0.60) [Vulnerable to cognitive/routine automation],Low levels of social (value=1.43) [Lack of this exposes role to standard automation],Low levels of assisting and caring for others (value=2.37) [Lack of physical/social tasks exposes role to automation],High reliance on fluency of ideas (value=3.50) [Provides some protection against standard automation],High reliance on originality (value=3.62) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.25) [Provides some protection against standard automation],High reliance on systems analysis (value=3.38) [Provides some protection against standard automation],High reliance on judgment and decision making (value=3.75) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from heavy reliance on routine task indicators, which AI increasingly handles well. Since 2013, risk has increased by 20.3 points, driven by changes in routine task indicators.",Marine Engineers and Naval Architects,9960.0,100270.0,48.21
19-3033.00,Clinical and Counseling Psychologists,11.92,21.24,21.24,0.0,9.32,model_predicted,group_avg,19,,0.43,Moderate Increase,Low,LOW,High reliance on physical task indicators (value=2.00) [Historical automation risks may remain despite physical tasks],Low levels of creative task indicators (normalized) (value=4.35) [Lack of this exposes role to standard automation],Low levels of nlp_topic_production_manufacturing (value=-0.17) [Lack of this exposes role to standard automation],High reliance on nlp_topic_medical_patients (value=0.19) [Vulnerable to cognitive/routine automation],Low levels of working with computers (value=3.28) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.75) [Provides some protection against standard automation],High reliance on originality (value=3.38) [Provides some protection against standard automation],High reliance on therapy and counseling (value=5.00) [Provides some protection against standard automation],High reliance on instructing (value=3.25) [Provides some protection against standard automation],High reliance on job zone (value=5.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from heavy reliance on physical task indicators, which AI increasingly handles well. Since 2013, risk has increased by 9.3 points, driven by changes in physical task indicators.",Clinical and Counseling Psychologists,71730.0,96100.0,46.2
11-3031.01,Treasurers and Controllers,6.9,21.18,22.21,-1.03,14.28,direct_fo,direct,11,,1.77,Large Increase,Low,LOW,Low levels of therapy and counseling (value=1.20) [Lack of this exposes role to standard automation],High reliance on routine task indicators (value=4.00) [AI now handles this well],Low levels of nlp_topic_sales_systems (value=-0.22) [Lack of this exposes role to standard automation],Low levels of nlp_topic_production_manufacturing (value=-0.21) [Lack of this exposes role to standard automation],High reliance on nlp_topic_customer_service_food (value=0.10) [Vulnerable to cognitive/routine automation],High reliance on fluency of ideas (value=3.25) [Provides some protection against standard automation],High reliance on originality (value=3.25) [Provides some protection against standard automation],High reliance on judgment and decision making (value=4.12) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on active learning (value=3.62) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of therapy and counseling, making it vulnerable to standard automation. Since 2013, risk has increased by 14.3 points, driven by changes in therapy and counseling.",Financial Managers,787340.0,156100.0,75.05
17-2011.00,Aerospace Engineers,1.7,21.14,22.0,-0.86,19.44,direct_fo,direct,17,,1.75,Large Increase,Low,LOW,Low levels of therapy and counseling (value=1.02) [Lack of this exposes role to standard automation],Low levels of assisting and caring for others (value=1.81) [Lack of physical/social tasks exposes role to automation],Low levels of task_max_importance (value=4.07) [Lack of this exposes role to standard automation],"Low levels of spend time using your hands to handle, control, or feel objects, tools, or controls (value=11.02) [Lack of this exposes role to standard automation]",Low levels of social (value=1.28) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.50) [Provides some protection against standard automation],High reliance on originality (value=3.38) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on systems analysis (value=3.38) [Provides some protection against standard automation],High reliance on active learning (value=3.62) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of therapy and counseling, making it vulnerable to standard automation. Since 2013, risk has increased by 19.4 points, driven by changes in therapy and counseling.",Aerospace Engineers,66660.0,130720.0,62.85
11-3031.00,Financial Managers,6.9,21.12,22.2,-1.08,14.22,direct_fo,direct,11,,1.09,Large Increase,Low,LOW,Low levels of nlp_topic_production_manufacturing (value=-0.26) [Lack of this exposes role to standard automation],"Low levels of spend time using your hands to handle, control, or feel objects, tools, or controls (value=10.42) [Lack of this exposes role to standard automation]",Low levels of nlp_topic_sales_systems (value=-0.13) [Lack of this exposes role to standard automation],Low levels of therapy and counseling (value=1.34) [Lack of this exposes role to standard automation],High reliance on nlp_topic_customer_service_food (value=0.10) [Vulnerable to cognitive/routine automation],High reliance on fluency of ideas (value=3.38) [Provides some protection against standard automation],High reliance on deductive reasoning (value=4.00) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],High reliance on management of personnel resources (value=3.62) [Provides some protection against standard automation],High reliance on coordination (value=3.62) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of nlp_topic_production_manufacturing, making it vulnerable to standard automation. Since 2013, risk has increased by 14.2 points, driven by changes in nlp_topic_production_manufacturing.",Financial Managers,787340.0,156100.0,75.05
29-1161.00,Nurse Midwives,6.31,20.96,20.96,0.0,14.65,model_predicted,group_avg,29,,0.53,Large Increase,Low,LOW,High reliance on nlp_topic_medical_patients (value=0.55) [Vulnerable to cognitive/routine automation],High reliance on task_avg_importance (value=4.56) [Vulnerable to cognitive/routine automation],High reliance on routine task indicators (value=3.00) [AI now handles this well],Low levels of persuasion (value=2.75) [Lack of this exposes role to standard automation],High reliance on task_min_importance (value=3.44) [Vulnerable to cognitive/routine automation],High reliance on therapy and counseling (value=3.73) [Provides some protection against standard automation],High reliance on fluency of ideas (value=3.12) [Provides some protection against standard automation],High reliance on instructing (value=3.25) [Provides some protection against standard automation],High reliance on job zone (value=5.00) [Provides some protection against standard automation],High reliance on active learning (value=4.00) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from therapy and counseling. Minor exposure from high levels of nlp_topic_medical_patients. Since 2013, risk has increased by 14.7 points, driven by changes in nlp_topic_medical_patients.",Nurse Midwives,6960.0,129650.0,62.33
15-1211.01,Health Informatics Specialists,5.07,20.93,20.93,0.0,15.86,model_predicted,group_avg,15,,0.8,Large Increase,Low,LOW,High reliance on technical task indicators (normalized) (value=23.26) [AI now handles this well],Low levels of nlp_topic_production_manufacturing (value=-0.15) [Lack of this exposes role to standard automation],Low levels of nlp_topic_education: students (value=-0.13) [Lack of this exposes role to standard automation],High reliance on nlp_topic_medical_patients (value=0.11) [Vulnerable to cognitive/routine automation],Low levels of social task indicators (normalized) (value=3.32) [Lack of this exposes role to standard automation],High reliance on fluency of ideas (value=3.88) [Provides some protection against standard automation],High reliance on originality (value=3.88) [Provides some protection against standard automation],High reliance on instructing (value=3.38) [Provides some protection against standard automation],High reliance on job zone (value=5.00) [Provides some protection against standard automation],High reliance on systems analysis (value=3.75) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from heavy reliance on technical task indicators (normalized), which AI increasingly handles well. Since 2013, risk has increased by 15.9 points, driven by changes in technical task indicators (normalized).",Computer Systems Analysts,498810.0,103800.0,49.9
25-1112.00,"Law Teachers, Postsecondary",10.91,20.9,20.9,0.0,9.99,model_predicted,group_avg,25,,0.33,Moderate Increase,Low,LOW,Low levels of problem sensitivity (value=3.25) [Lack of this exposes role to standard automation],Low levels of time management (value=2.88) [Lack of this exposes role to standard automation],High reliance on nlp_topic_data_software (value=0.12) [Vulnerable to cognitive/routine automation],Low levels of speed of closure (value=2.12) [Lack of this exposes role to standard automation],Low levels of mathematical reasoning (value=2.12) [Lack of this exposes role to standard automation],High reliance on instructing (value=4.12) [Provides some protection against standard automation],High reliance on originality (value=3.12) [Provides some protection against standard automation],High reliance on job zone (value=5.00) [Provides some protection against standard automation],High reliance on active learning (value=4.00) [Provides some protection against standard automation],High reliance on learning strategies (value=4.25) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from instructing. Minor exposure from a lack of problem sensitivity, making it vulnerable to standard automation. Since 2013, risk has increased by 10.0 points, driven by changes in problem sensitivity.","Law Teachers, Postsecondary",14570.0,127360.0,
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",19.0,20.83,20.95,-0.12,1.83,direct_fo,direct,25,,0.73,No Change,Low,LOW,Low levels of deductive reasoning (value=3.50) [Lack of this exposes role to standard automation],Low levels of creative task indicators (normalized) (value=3.95) [Lack of this exposes role to standard automation],Low levels of computers and electronics (value=2.49) [Lack of this exposes role to standard automation],Low levels of analyzing data or information (value=2.85) [Lack of this exposes role to standard automation],Low levels of problem sensitivity (value=3.50) [Lack of this exposes role to standard automation],High reliance on instructing (value=4.25) [Provides some protection against standard automation],High reliance on fluency of ideas (value=3.25) [Provides some protection against standard automation],High reliance on originality (value=3.25) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],High reliance on learning strategies (value=3.75) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from instructing. Minor exposure from a lack of deductive reasoning, making it vulnerable to standard automation.","Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",36890.0,60560.0,29.11
19-2041.02,Environmental Restoration Planners,3.3,20.81,24.13,-3.32,17.51,direct_fo,direct,19,,1.28,Large Increase,Low,LOW,Low levels of therapy and counseling (value=1.23) [Lack of this exposes role to standard automation],Low levels of assisting and caring for others (value=2.27) [Lack of physical/social tasks exposes role to automation],Low levels of nlp_topic_sales_systems (value=-0.08) [Lack of this exposes role to standard automation],Low levels of social task indicators (normalized) (value=3.07) [Lack of this exposes role to standard automation],High reliance on technical task indicators (normalized) (value=15.34) [AI now handles this well],High reliance on fluency of ideas (value=3.38) [Provides some protection against standard automation],High reliance on originality (value=3.12) [Provides some protection against standard automation],High reliance on job zone (value=5.00) [Provides some protection against standard automation],High reliance on systems analysis (value=3.62) [Provides some protection against standard automation],High reliance on judgment and decision making (value=3.88) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from fluency of ideas. Minor exposure from a lack of therapy and counseling, making it vulnerable to standard automation. Since 2013, risk has increased by 17.5 points, driven by changes in therapy and counseling.","Environmental Scientists and Specialists, Including Health",80730.0,78980.0,37.97
33-3031.00,Fish and Game Wardens,8.0,20.79,23.95,-3.16,12.79,direct_fo,direct,33,,0.32,Large Increase,Low,LOW,Low levels of fluency of ideas (value=2.88) [Lack of this exposes role to standard automation],Low levels of nlp_topic_sales_systems (value=-0.20) [Lack of this exposes role to standard automation],Low levels of active learning (value=3.00) [Lack of this exposes role to standard automation],High reliance on nlp_topic_customer_service_food (value=0.14) [Vulnerable to cognitive/routine automation],High reliance on performing general physical activities (value=4.18) [Historical automation risks may remain despite physical tasks],High reliance on therapy and counseling (value=2.41) [Provides some protection against standard automation],High reliance on job zone (value=4.00) [Provides some protection against standard automation],High reliance on speech recognition (value=3.88) [Provides some protection against standard automation],High reliance on instructing (value=3.00) [Provides some protection against standard automation],High reliance on systems analysis (value=3.12) [Provides some protection against standard automation],"This occupation has LOW AI-task overlap (score: 21/100). Protection is primarily from therapy and counseling. Minor exposure from a lack of fluency of ideas, making it vulnerable to standard automation. Since 2013, risk has increased by 12.8 points, driven by changes in fluency of ideas.",Fish and Game Wardens,6290.0,60380.0,29.03
